user_id;language;gender;age;study;country;species;beau;impr;enda;cute;dang;rare
857;F;F;3;5;FR;Polar Bear;1;0;1;0;0;1
857;F;F;3;5;FR;Gorilla;0;1;1;0;0;1
857;F;F;3;5;FR;Koala;0;0;1;1;0;0
861;F;M;3;5;FR;Panda Bear;0;0;1;1;0;1
861;F;M;3;5;FR;Lion;1;0;0;0;1;1
861;F;M;3;5;FR;Leopard;1;1;1;0;1;0
861;F;M;3;5;FR;Dolphin;0;0;1;1;0;0
861;F;M;3;5;FR;Elephant;1;1;0;0;0;0
861;F;M;3;5;FR;Giraffe;1;0;0;0;0;0
867;E;F;3;5;GB;Panda Bear;0;0;1;1;0;0
867;E;F;3;5;GB;Elephant;0;1;0;0;0;0
867;E;F;3;5;GB;Polar Bear;0;0;1;1;0;0
867;E;F;3;5;GB;Chimpanzee;0;0;0;1;0;0
867;E;F;3;5;GB;Leopard;0;0;0;1;0;0
867;E;F;3;5;GB;Koala;0;0;0;1;0;0
869;E;F;3;5;GB;Leopard;1;1;1;0;0;0
869;E;F;3;5;GB;Leopard;1;1;1;0;0;0
869;E;F;3;5;GB;Tiger;0;1;1;0;1;0
869;E;F;3;5;GB;Dolphin;0;1;0;1;0;0
869;E;F;3;5;GB;Elephant;0;1;0;0;0;0
871;E;M;3;4;GB;Leopard;1;1;0;0;1;0
871;E;M;3;4;GB;Leopard;1;1;1;0;1;1
871;E;M;3;4;GB;Wolf;1;1;1;1;0;1
871;E;M;3;4;GB;Rhino;1;1;1;0;0;1
871;E;M;3;4;GB;Tiger;1;1;1;0;1;1
871;E;M;3;4;GB;Polar Bear;1;1;1;0;1;1
872;E;F;3;3;ZA;Wolf;1;1;1;0;0;0
872;E;F;3;3;ZA;Tiger;1;1;1;0;1;0
872;E;F;3;3;ZA;Blue Whale;1;1;0;0;0;0
872;E;F;3;3;ZA;Hippo;0;1;0;1;1;0
872;E;F;3;3;ZA;Panda Bear;0;0;1;1;0;0
873;E;F;3;5;NZ;Tiger;0;0;0;0;0;0
874;E;M;3;5;GB;Tiger;1;0;1;0;1;1
874;E;M;3;5;GB;Lion;0;0;1;0;1;0
874;E;M;3;5;GB;Wolf;1;0;0;0;0;1
874;E;M;3;5;GB;Elephant;0;1;0;0;0;0
874;E;M;3;5;GB;Giraffe;1;0;1;0;0;0
874;E;M;3;5;GB;Leopard;0;0;1;0;0;1
876;E;F;3;3;GB;Giraffe;1;1;0;0;0;0
876;E;F;3;3;GB;Elephant;1;0;1;1;0;0
876;E;F;3;3;GB;Lion;0;1;1;0;1;1
876;E;F;3;3;GB;Tiger;0;0;1;0;1;1
876;E;F;3;3;GB;Panda Bear;0;0;0;1;0;0
876;E;F;3;3;GB;Dolphin;0;0;0;1;0;0
876;E;F;3;3;GB;Cheetah;1;0;0;0;1;1
877;E;M;3;4;GB;Panda Bear;1;0;1;1;0;1
877;E;M;3;4;GB;Lion;1;1;0;0;1;1
877;E;M;3;4;GB;Elephant;1;1;1;0;1;1
877;E;M;3;4;GB;Gorilla;1;1;1;0;0;0
877;E;M;3;4;GB;Tiger;1;1;1;0;1;1
877;E;M;3;4;GB;Koala;0;0;0;1;0;0
878;E;M;2;3;GB;Panda Bear;0;0;1;1;0;1
878;E;M;2;3;GB;Tiger;1;1;1;0;1;1
878;E;M;2;3;GB;Lion;1;1;1;0;1;0
878;E;M;2;3;GB;Wolf;1;1;1;0;1;0
878;E;M;2;3;GB;Dolphin;1;1;1;1;0;0
878;E;M;2;3;GB;Elephant;1;1;1;1;1;0
878;E;M;2;3;GB;Rhino;0;1;1;0;1;0
878;E;M;2;3;GB;Leopard;1;1;0;1;1;1
879;E;M;3;4;GB;Tiger;1;1;1;0;1;1
879;E;M;3;4;GB;Elephant;1;1;1;0;1;0
879;E;M;3;4;GB;Brown Bear;1;1;1;0;1;0
879;E;M;3;4;GB;Panda Bear;0;0;1;1;0;1
879;E;M;3;4;GB;Lion;1;1;0;0;1;0
879;E;M;3;4;GB;Gorilla;1;1;1;0;0;0
880;E;F;2;5;GB;Polar Bear;0;1;1;0;1;1
880;E;F;2;5;GB;Leopard;1;1;1;0;1;0
880;E;F;2;5;GB;Wolf;0;1;0;0;1;1
881;E;F;3;1;GB;Elephant;1;1;1;0;1;0
881;E;F;3;1;GB;Polar Bear;0;0;1;1;1;0
881;E;F;3;1;GB;Blue Whale;1;1;0;0;0;1
881;E;F;3;1;GB;Tiger;1;0;1;0;1;0
881;E;F;3;1;GB;Lion;1;0;1;0;1;0
881;E;F;3;1;GB;Gorilla;1;0;1;0;1;0
881;E;F;3;1;GB;Chimpanzee;0;0;1;1;1;0
881;E;F;3;1;GB;Dolphin;1;1;0;0;0;0
882;E;F;2;3;IE;Dolphin;1;1;0;1;0;0
882;E;F;2;3;IE;Panda Bear;1;0;1;1;0;0
882;E;F;2;3;IE;Wolf;1;1;0;0;1;0
883;E;F;2;4;DE;Wolf;1;1;1;0;0;1
883;E;F;2;4;DE;Leopard;1;1;1;1;0;1
884;E;F;2;3;KE;Leopard;1;1;1;1;0;1
884;E;F;2;3;KE;Tiger;1;1;1;0;1;0
884;E;F;2;3;KE;Lion;1;1;0;0;1;0
884;E;F;2;3;KE;Leopard;1;1;0;1;1;1
884;E;F;2;3;KE;Cheetah;1;1;0;1;0;0
884;E;F;2;3;KE;Wolf;0;1;0;0;0;1
884;E;F;2;3;KE;Wolf;1;0;1;0;0;1
886;E;F;2;3;KE;Leopard;0;0;0;0;0;0
886;E;F;2;3;KE;Tiger;0;0;0;0;0;0
886;E;F;2;3;KE;Lion;0;0;0;0;0;0
886;E;F;2;3;KE;Leopard;0;0;0;0;0;0
886;E;F;2;3;KE;Cheetah;0;0;0;0;0;0
886;E;F;2;3;KE;Wolf;0;0;0;0;0;0
886;E;F;2;3;KE;Wolf;0;0;0;0;0;0
892;E;M;3;3;GB;Tiger;1;1;0;1;0;0
892;E;M;3;3;GB;Leopard;1;1;0;1;0;0
894;E;F;3;3;GB;Tiger;0;1;0;0;1;1
894;E;F;3;3;GB;Rhino;0;1;0;0;0;0
894;E;F;3;3;GB;Elephant;0;1;0;0;0;0
894;E;F;3;3;GB;Leopard;1;1;0;0;1;0
894;E;F;3;3;GB;Cheetah;1;1;0;0;1;0
894;E;F;3;3;GB;Lion;0;1;0;0;1;0
894;E;F;3;3;GB;Gorilla;0;1;1;0;0;1
894;E;F;3;3;GB;Chimpanzee;0;0;0;1;1;0
896;E;M;2;3;MX;Wolf;0;1;0;1;0;0
896;E;M;2;3;MX;Leopard;1;1;0;1;0;1
897;E;F;2;4;NO;Hippo;1;1;0;0;1;0
897;E;F;2;4;NO;Tiger;1;1;1;0;1;1
897;E;F;2;4;NO;Koala;0;0;0;1;0;0
897;E;F;2;4;NO;Giraffe;1;1;0;0;0;0
899;E;F;3;5;IS;Tiger;1;1;1;0;1;0
899;E;F;3;5;IS;Lion;1;1;1;0;1;0
899;E;F;3;5;IS;Rhino;1;1;1;0;1;0
902;E;M;3;4;GB;Polar Bear;0;1;1;0;1;1
902;E;M;3;4;GB;Brown Bear;0;1;0;0;1;1
902;E;M;3;4;GB;Wolf;0;1;0;0;1;1
902;E;M;3;4;GB;Gorilla;0;1;1;0;0;1
903;E;M;2;4;GB;Tiger;1;1;0;0;1;1
903;E;M;2;4;GB;Wolf;0;1;1;0;0;0
903;E;M;2;4;GB;Lion;1;1;0;0;1;0
905;F;F;3;4;FR;Dolphin;1;1;0;1;0;0
907;E;F;2;3;GB;Dolphin;1;1;0;0;0;0
907;E;F;2;3;GB;Tiger;1;1;1;1;1;0
907;E;F;2;3;GB;Gorilla;0;1;1;0;0;0
907;E;F;2;3;GB;Chimpanzee;0;0;1;0;0;0
907;E;F;2;3;GB;Elephant;0;1;1;0;0;0
907;E;F;2;3;GB;Giraffe;0;1;0;0;0;0
907;E;F;2;3;GB;Polar Bear;0;1;1;0;0;0
908;F;F;2;4;FR;Tiger;1;1;1;0;1;0
908;F;F;2;4;FR;Lion;1;1;0;0;1;0
908;F;F;2;4;FR;Dolphin;1;0;0;1;0;0
908;F;F;2;4;FR;Elephant;0;0;0;0;0;0
908;F;F;2;4;FR;Giraffe;0;0;0;0;0;0
910;E;F;3;3;GB;Dolphin;1;1;1;1;0;0
910;E;F;3;3;GB;Tiger;1;1;1;0;1;1
910;E;F;3;3;GB;Koala;1;0;1;1;0;0
910;E;F;3;3;GB;Polar Bear;1;1;0;0;1;1
910;E;F;3;3;GB;Chimpanzee;0;1;1;1;0;0
911;F;F;3;5;fr;Tiger;1;1;1;0;0;0
911;F;F;3;5;fr;Polar Bear;1;0;1;0;0;1
911;F;F;3;5;fr;Panda Bear;1;0;1;0;0;1
911;F;F;3;5;fr;Gorilla;1;1;1;0;0;1
911;F;F;3;5;fr;Lion;1;1;1;0;0;0
912;F;F;3;3;FR;Tiger;0;1;1;0;1;1
916;E;F;2;4;PT;Elephant;1;1;1;0;0;0
916;E;F;2;4;PT;Tiger;1;1;1;0;0;1
916;E;F;2;4;PT;Panda Bear;1;0;0;1;0;1
916;E;F;2;4;PT;Dolphin;1;1;0;1;0;0
916;E;F;2;4;PT;Wolf;1;1;0;0;0;0
917;E;F;3;4;GB;Lion;1;1;1;0;1;1
917;E;F;3;4;GB;Cheetah;1;1;1;0;1;1
917;E;F;3;4;GB;Elephant;1;1;1;0;0;1
917;E;F;3;4;GB;Giraffe;1;0;1;0;0;1
917;E;F;3;4;GB;Polar Bear;1;1;1;0;1;1
918;F;F;2;1;FR;Dolphin;1;1;1;1;0;0
918;F;F;2;1;FR;Great White Shark;0;1;1;0;1;1
918;F;F;2;1;FR;Tiger;1;0;1;1;0;1
918;F;F;2;1;FR;Lion;1;0;1;1;0;1
918;F;F;2;1;FR;Gorilla;1;1;1;0;0;1
918;F;F;2;1;FR;Elephant;1;1;1;0;0;1
918;F;F;2;1;FR;Koala;0;0;0;1;0;0
919;F;F;3;5;FR;Tiger;1;0;1;0;0;0
919;F;F;3;5;FR;Leopard;1;0;1;0;0;0
919;F;F;3;5;FR;Wolf;1;0;1;0;0;0
919;F;F;3;5;FR;Elephant;1;0;1;0;0;0
920;E;M;2;4;CH;Koala;1;0;0;0;0;1
920;E;M;2;4;CH;Panda Bear;0;0;1;0;0;1
921;E;M;3;5;GB;Tiger;1;1;0;0;0;0
921;E;M;3;5;GB;Leopard;1;1;0;0;0;0
921;E;M;3;5;GB;Elephant;1;1;0;0;0;0
921;E;M;3;5;GB;Lion;1;1;0;0;0;0
921;E;M;3;5;GB;Rhino;1;1;0;0;0;0
921;E;M;3;5;GB;Giraffe;1;1;0;0;0;0
922;E;M;3;3;GB;Tiger;1;1;1;0;1;0
922;E;M;3;3;GB;Elephant;1;0;0;0;1;1
922;E;M;3;3;GB;Gorilla;1;0;1;1;0;0
922;E;M;3;3;GB;Lion;1;1;0;0;0;1
922;E;M;3;3;GB;Blue Whale;1;1;1;0;0;0
922;E;M;3;3;GB;Brown Bear;0;1;0;1;1;0
923;F;M;3;3;FR;Dolphin;0;0;0;1;0;0
923;F;M;3;3;FR;Lion;0;1;0;0;1;0
923;F;M;3;3;FR;Elephant;0;1;0;0;0;0
924;E;F;3;5;GB;Panda Bear;1;0;0;1;0;0
924;E;F;3;5;GB;Blue Whale;0;1;0;0;0;1
925;E;F;2;2;GB;Tiger;1;1;1;1;1;1
925;E;F;2;2;GB;Lion;1;1;1;1;1;0
925;E;F;2;2;GB;Leopard;1;0;1;0;1;0
925;E;F;2;2;GB;Cheetah;1;0;0;0;1;0
925;E;F;2;2;GB;Polar Bear;1;1;1;0;0;1
925;E;F;2;2;GB;Brown Bear;0;1;0;0;1;0
925;E;F;2;2;GB;Wolf;1;0;0;0;1;0
926;E;M;3;5;GB;Tiger;1;1;1;0;0;1
926;E;M;3;5;GB;Gorilla;1;1;1;0;0;1
926;E;M;3;5;GB;Wolf;1;1;1;1;0;1
926;E;M;3;5;GB;Dolphin;0;1;0;0;0;0
926;E;M;3;5;GB;Lion;1;1;1;1;0;1
929;F;M;2;1;FR;Lion;1;1;1;0;0;0
929;F;M;2;1;FR;Elephant;1;1;0;0;0;0
929;F;M;2;1;FR;Giraffe;1;1;1;0;0;1
929;F;M;2;1;FR;Tiger;1;1;1;0;1;0
929;F;M;2;1;FR;Hippo;1;1;1;1;0;1
931;E;F;4;2;GB;Elephant;1;1;0;0;0;0
931;E;F;4;2;GB;Lion;1;1;0;0;1;0
931;E;F;4;2;GB;Tiger;1;1;1;0;0;0
931;E;F;4;2;GB;Wolf;1;0;1;0;0;1
931;E;F;4;2;GB;Polar Bear;1;1;1;0;0;0
932;E;M;3;4;AU;Cheetah;1;1;0;0;1;1
932;E;M;3;4;AU;Elephant;1;1;0;0;0;0
932;E;M;3;4;AU;Koala;0;0;0;1;0;0
933;F;F;3;4;FR;Koala;0;0;1;1;0;1
933;F;F;3;4;FR;Panda Bear;0;1;1;0;0;1
933;F;F;3;4;FR;Elephant;1;1;1;0;0;1
933;F;F;3;4;FR;Lion;1;1;1;0;1;1
933;F;F;3;4;FR;Tiger;1;1;1;0;1;1
933;F;F;3;4;FR;Crocodile;0;1;1;0;1;1
933;F;F;3;4;FR;Zebra;1;0;1;0;0;1
935;E;F;3;3;GB;Giraffe;1;1;1;1;0;1
936;E;F;4;2;GB;Wolf;0;0;1;0;0;0
936;E;F;4;2;GB;Gorilla;0;1;0;0;0;0
936;E;F;4;2;GB;Cheetah;0;1;0;0;0;0
936;E;F;4;2;GB;Panda Bear;1;0;0;0;0;0
936;E;F;4;2;GB;Leopard;0;1;0;0;0;0
936;E;F;4;2;GB;Elephant;0;0;0;1;0;0
936;E;F;4;2;GB;Giraffe;1;0;0;0;0;0
937;E;F;3;5;SE;Wolf;1;1;0;0;1;0
939;E;F;3;5;GB;Giraffe;1;0;0;1;0;0
939;E;F;3;5;GB;Zebra;1;0;0;1;0;0
939;E;F;3;5;GB;Dolphin;0;1;0;0;0;0
939;E;F;3;5;GB;Leopard;0;1;1;0;0;0
939;E;F;3;5;GB;Elephant;0;1;1;0;1;1
939;E;F;3;5;GB;Lion;0;0;0;0;1;0
939;E;F;3;5;GB;Tiger;0;0;1;0;1;1
941;F;M;2;2;FR;Lion;0;1;1;0;0;1
941;F;M;2;2;FR;Tiger;0;0;1;0;0;1
941;F;M;2;2;FR;Blue Whale;0;0;1;0;0;1
941;F;M;2;2;FR;Gorilla;0;0;1;0;0;1
941;F;M;2;2;FR;Great White Shark;0;0;1;0;0;1
942;E;F;4;4;DO;Lion;0;1;0;0;0;0
942;E;F;4;4;DO;Elephant;0;1;1;0;0;0
942;E;F;4;4;DO;Giraffe;1;0;0;0;0;0
942;E;F;4;4;DO;Dolphin;1;0;0;0;0;0
943;F;F;3;5;GB;Polar Bear;1;1;1;0;1;1
943;F;F;3;5;GB;Lion;0;1;0;0;1;0
943;F;F;3;5;GB;Tiger;1;1;1;0;1;1
943;F;F;3;5;GB;Wolf;1;1;1;0;1;0
943;F;F;3;5;GB;Koala;0;0;1;1;0;1
943;F;F;3;5;GB;Elephant;1;1;1;0;1;0
943;F;F;3;5;GB;Brown Bear;0;0;1;1;0;0
944;E;M;2;3;GB;Polar Bear;1;1;0;0;1;1
944;E;M;2;3;GB;Brown Bear;0;1;0;0;1;0
944;E;M;2;3;GB;Blue Whale;1;1;0;0;0;1
946;E;F;3;4;GB;Elephant;1;1;1;0;1;0
946;E;F;3;4;GB;Giraffe;1;1;0;0;0;0
946;E;F;3;4;GB;Hippo;1;1;0;0;1;0
948;E;M;3;4;GB;Panda Bear;0;0;1;0;0;1
948;E;M;3;4;GB;Lion;1;1;0;0;1;1
948;E;M;3;4;GB;Cheetah;1;1;0;0;0;0
948;E;M;3;4;GB;Brown Bear;0;1;0;0;1;0
948;E;M;3;4;GB;Dolphin;1;1;0;1;0;0
948;E;M;3;4;GB;Polar Bear;1;1;0;0;0;1
948;E;M;3;4;GB;Wolf;0;1;0;0;1;1
948;E;M;3;4;GB;Elephant;1;1;0;0;0;0
950;S;F;3;5;DO;Tiger;1;0;1;0;1;1
950;S;F;3;5;DO;Elephant;1;0;0;0;0;0
950;S;F;3;5;DO;Dolphin;1;0;0;1;0;0
950;S;F;3;5;DO;Lion;1;0;1;0;0;0
950;S;F;3;5;DO;Hippo;0;0;0;0;1;0
951;S;F;3;5;DO;Crocodile;0;0;0;0;0;1
951;S;F;3;5;DO;Gorilla;0;0;0;0;0;1
951;S;F;3;5;DO;Rhino;1;0;0;0;0;0
951;S;F;3;5;DO;Panda Bear;0;0;0;1;0;0
952;E;F;3;4;FR;Panda Bear;0;0;1;0;0;0
952;E;F;3;4;FR;Lion;0;1;0;0;0;0
952;E;F;3;4;FR;Tiger;0;1;0;0;0;0
953;F;F;2;5;FR;Panda Bear;1;0;1;1;0;1
953;F;F;2;5;FR;Polar Bear;1;1;1;0;0;1
953;F;F;2;5;FR;Lion;1;1;1;0;0;0
953;F;F;2;5;FR;Giraffe;1;0;0;1;0;0
953;F;F;2;5;FR;Tiger;1;1;1;0;0;1
953;F;F;2;5;FR;Koala;1;0;1;1;0;0
953;F;F;2;5;FR;Leopard;1;1;1;0;0;0
954;F;F;3;5;FR;Rhino;0;0;1;0;0;0
954;F;F;3;5;FR;Hippo;0;0;1;0;0;0
954;F;F;3;5;FR;Crocodile;0;0;1;0;0;0
954;F;F;3;5;FR;Giraffe;0;0;1;0;0;0
954;F;F;3;5;FR;Elephant;0;0;1;0;0;0
955;E;F;3;5;GB;Panda Bear;1;0;0;1;0;1
955;E;F;3;5;GB;Gorilla;0;1;1;1;1;1
955;E;F;3;5;GB;Brown Bear;1;0;0;0;1;0
955;E;F;3;5;GB;Wolf;1;0;1;0;0;0
955;E;F;3;5;GB;Tiger;1;0;1;0;1;1
956;E;F;4;4;ES;Tiger;1;1;1;0;0;1
956;E;F;4;4;ES;Lion;1;1;0;0;0;0
956;E;F;4;4;ES;Gorilla;1;1;1;0;0;1
956;E;F;4;4;ES;Panda Bear;1;1;0;1;0;1
956;E;F;4;4;ES;Elephant;0;1;0;0;0;0
956;E;F;4;4;ES;Wolf;1;1;0;0;0;0
956;E;F;4;4;ES;Rhino;0;1;1;0;0;0
956;E;F;4;4;ES;Giraffe;1;1;0;0;0;0
956;E;F;4;4;ES;Zebra;1;0;0;0;0;0
957;F;F;3;5;FR;Lion;1;1;0;0;1;0
957;F;F;3;5;FR;Polar Bear;1;1;1;1;1;1
957;F;F;3;5;FR;Panda Bear;0;0;0;0;0;0
957;F;F;3;5;FR;Koala;0;0;1;1;0;0
957;F;F;3;5;FR;Giraffe;1;1;0;0;0;0
957;F;F;3;5;FR;Wolf;1;1;1;0;1;1
958;F;F;3;3;FR;Dolphin;0;1;0;1;0;0
958;F;F;3;3;FR;Elephant;1;0;1;0;0;0
958;F;F;3;3;FR;Chimpanzee;0;1;0;1;0;0
958;F;F;3;3;FR;Lion;0;1;0;0;1;0
958;F;F;3;3;FR;Tiger;0;1;1;0;1;0
958;F;F;3;3;FR;Koala;0;0;1;1;0;1
958;F;F;3;3;FR;Giraffe;0;0;0;1;0;0
958;F;F;3;3;FR;Rhino;0;1;0;0;0;0
959;F;M;3;1;FR;Chimpanzee;1;1;0;0;0;0
959;F;M;3;1;FR;Elephant;0;1;1;0;1;0
960;F;F;2;4;FR;Dolphin;0;0;1;1;0;0
960;F;F;2;4;FR;Elephant;0;1;1;0;0;0
960;F;F;2;4;FR;Cheetah;1;0;0;0;1;0
960;F;F;2;4;FR;Tiger;1;0;0;0;1;0
960;F;F;2;4;FR;Panda Bear;0;0;1;1;0;0
961;F;F;2;2;FR;Tiger;0;1;1;0;0;1
961;F;F;2;2;FR;Polar Bear;0;1;1;0;0;1
961;F;F;2;2;FR;Panda Bear;0;0;1;0;0;1
961;F;F;2;2;FR;Wolf;0;0;1;0;0;0
962;F;M;3;5;FR;Leopard;1;0;0;0;1;1
962;F;M;3;5;FR;Dolphin;1;0;0;1;0;0
962;F;M;3;5;FR;Elephant;0;1;1;0;1;1
963;F;F;1;1;FR;Dolphin;1;0;1;0;0;0
963;F;F;1;1;FR;Polar Bear;1;1;1;0;0;0
964;F;F;2;2;GB;Wolf;1;0;1;0;0;1
964;F;F;2;2;GB;Lion;1;0;1;0;0;1
964;F;F;2;2;GB;Cheetah;1;0;1;0;0;1
964;F;F;2;2;GB;Leopard;1;0;1;0;0;1
964;F;F;2;2;GB;Leopard;1;0;1;0;0;1
964;F;F;2;2;GB;Koala;1;0;1;0;0;1
964;F;F;2;2;GB;Giraffe;1;0;1;0;0;1
964;F;F;2;2;GB;Panda Bear;1;0;1;0;0;1
967;F;F;4;2;FR;Polar Bear;0;1;0;0;0;0
967;F;F;4;2;FR;Leopard;0;0;0;0;1;0
967;F;F;4;2;FR;Rhino;0;1;0;0;0;0
967;F;F;4;2;FR;Zebra;1;0;0;0;0;0
971;F;F;3;4;FR;Leopard;1;1;1;1;1;1
971;F;F;3;4;FR;Lion;0;1;1;0;1;0
971;F;F;3;4;FR;Hippo;1;0;1;1;0;1
971;F;F;3;4;FR;Cheetah;1;1;0;0;1;0
971;F;F;3;4;FR;Giraffe;1;0;1;1;0;0
972;F;M;3;1;FR;Dolphin;0;1;0;0;0;0
972;F;M;3;1;FR;Lion;0;1;1;0;1;0
972;F;M;3;1;FR;Giraffe;0;0;0;0;0;1
972;F;M;3;1;FR;Crocodile;0;1;0;0;1;0
973;S;M;3;4;ES;Wolf;0;0;0;0;1;0
973;S;M;3;4;ES;Tiger;0;0;1;0;1;0
973;S;M;3;4;ES;Lion;0;0;0;0;1;0
974;F;F;3;3;FR;Polar Bear;1;0;1;0;0;1
974;F;F;3;3;FR;Gorilla;1;0;1;0;0;1
974;F;F;3;3;FR;Koala;0;0;0;1;0;0
974;F;F;3;3;FR;Lion;0;0;0;0;0;0
974;F;F;3;3;FR;Tiger;0;1;0;0;0;0
974;F;F;3;3;FR;Panda Bear;0;0;0;1;0;0
974;F;F;3;3;FR;Cheetah;0;0;0;0;1;0
974;F;F;3;3;FR;Leopard;0;0;0;0;1;0
974;F;F;3;3;FR;Giraffe;0;1;0;0;0;0
976;F;F;2;4;FR;Polar Bear;0;0;1;0;0;1
976;F;F;2;4;FR;Lion;0;0;1;0;0;1
976;F;F;2;4;FR;Chimpanzee;0;0;0;1;0;0
976;F;F;2;4;FR;Giraffe;1;1;0;0;0;0
976;F;F;2;4;FR;Leopard;0;1;0;0;0;0
976;F;F;2;4;FR;Tiger;0;1;0;0;0;0
977;F;F;2;4;FR;Polar Bear;1;1;1;1;0;1
977;F;F;2;4;FR;Panda Bear;1;0;1;1;0;1
977;F;F;2;4;FR;Giraffe;1;1;0;0;0;0
977;F;F;2;4;FR;Lion;0;1;0;0;1;0
977;F;F;2;4;FR;Dolphin;1;0;1;1;0;0
977;F;F;2;4;FR;Elephant;0;1;0;0;0;0
977;F;F;2;4;FR;Tiger;0;0;0;1;1;0
978;F;M;3;5;FR;Lion;1;1;1;0;1;0
978;F;M;3;5;FR;Elephant;1;1;1;0;0;0
978;F;M;3;5;FR;Wolf;1;0;1;0;0;1
978;F;M;3;5;FR;Dolphin;1;1;1;1;0;0
978;F;M;3;5;FR;Tiger;1;1;1;0;1;1
979;F;F;3;4;FR;Elephant;1;1;1;0;0;0
979;F;F;3;4;FR;Tiger;1;1;1;0;0;1
979;F;F;3;4;FR;Giraffe;1;0;0;1;0;0
979;F;F;3;4;FR;Dolphin;1;0;1;0;0;0
980;F;M;3;4;FR;Lion;0;1;1;1;1;0
980;F;M;3;4;FR;Dolphin;0;0;1;0;0;0
980;F;M;3;4;FR;Elephant;0;0;1;0;0;0
981;E;F;2;4;GB;Wolf;1;0;0;0;0;1
981;E;F;2;4;GB;Giraffe;1;1;0;0;0;1
983;F;F;3;4;FR;Lion;1;1;0;0;1;0
983;F;F;3;4;FR;Tiger;1;1;1;0;1;1
983;F;F;3;4;FR;Dolphin;0;0;0;1;0;0
983;F;F;3;4;FR;Panda Bear;0;0;1;1;0;1
984;S;M;3;3;ES;Lion;0;0;0;0;1;0
984;S;M;3;3;ES;Tiger;0;0;0;0;0;0
984;S;M;3;3;ES;Zebra;0;0;0;1;0;0
984;S;M;3;3;ES;Elephant;0;0;0;0;0;0
984;S;M;3;3;ES;Leopard;0;0;0;0;1;0
984;S;M;3;3;ES;Hippo;0;0;0;0;0;0
984;S;M;3;3;ES;Wolf;0;0;0;0;0;0
985;F;F;2;2;FR;Lion;0;1;0;0;1;0
985;F;F;2;2;FR;Leopard;1;1;0;0;1;0
985;F;F;2;2;FR;Polar Bear;1;1;1;0;1;1
988;F;F;2;3;FR;Dolphin;1;1;0;0;0;0
988;F;F;2;3;FR;Polar Bear;1;1;1;0;1;0
988;F;F;2;3;FR;Lion;1;1;1;0;1;0
988;F;F;2;3;FR;Tiger;1;1;1;0;1;0
988;F;F;2;3;FR;Giraffe;1;1;0;0;0;0
988;F;F;2;3;FR;Zebra;0;0;0;1;0;0
989;F;M;4;2;FR;Gorilla;1;0;0;0;0;0
989;F;M;4;2;FR;Elephant;1;0;0;0;0;0
990;F;F;3;4;FR;Tiger;0;0;1;0;0;0
990;F;F;3;4;FR;Giraffe;1;0;0;0;0;0
990;F;F;3;4;FR;Elephant;0;0;1;0;0;0
990;F;F;3;4;FR;Polar Bear;0;0;1;0;0;0
990;F;F;3;4;FR;Rhino;0;0;1;0;0;0
990;F;F;3;4;FR;Lion;0;1;0;0;0;0
990;F;F;3;4;FR;Gorilla;0;0;1;0;0;0
991;S;F;3;5;ES;Lion;1;0;0;1;1;0
991;S;F;3;5;ES;Tiger;1;0;0;1;1;0
991;S;F;3;5;ES;Elephant;0;0;0;1;0;0
991;S;F;3;5;ES;Blue Whale;0;0;0;1;0;0
991;S;F;3;5;ES;Wolf;1;0;0;1;0;0
991;S;F;3;5;ES;Crocodile;0;0;0;0;1;0
991;S;F;3;5;ES;Gorilla;1;0;0;1;0;0
991;S;F;3;5;ES;Brown Bear;1;0;0;1;0;0
993;F;F;4;5;FR;Chimpanzee;0;1;0;0;0;0
993;F;F;4;5;FR;Elephant;0;0;0;0;0;0
993;F;F;4;5;FR;Dolphin;0;1;0;0;0;0
994;F;F;3;3;FR;Elephant;0;0;1;0;0;0
994;F;F;3;3;FR;Dolphin;0;0;1;0;0;0
994;F;F;3;3;FR;Tiger;0;0;1;0;0;0
994;F;F;3;3;FR;Lion;0;0;1;0;0;0
995;F;F;2;3;FR;Tiger;1;1;1;0;0;1
995;F;F;2;3;FR;Lion;1;1;1;0;0;1
995;F;F;2;3;FR;Polar Bear;1;1;1;0;0;1
995;F;F;2;3;FR;Wolf;0;0;1;0;1;1
995;F;F;2;3;FR;Panda Bear;0;1;1;0;0;1
995;F;F;2;3;FR;Giraffe;0;1;1;0;0;1
995;F;F;2;3;FR;Dolphin;0;0;0;1;0;0
996;E;F;3;4;AU;Elephant;0;1;1;0;1;0
996;E;F;3;4;AU;Wolf;0;1;0;0;1;1
997;F;M;3;3;FR;Lion;0;1;0;0;1;0
997;F;M;3;3;FR;Tiger;0;1;1;0;1;0
997;F;M;3;3;FR;Elephant;1;1;1;0;1;0
997;F;M;3;3;FR;Wolf;0;1;0;1;1;0
998;F;M;3;4;FR;Polar Bear;0;0;1;0;0;1
998;F;M;3;4;FR;Elephant;0;1;0;0;0;0
998;F;M;3;4;FR;Lion;1;0;0;0;1;0
998;F;M;3;4;FR;Giraffe;0;1;0;0;0;0
998;F;M;3;4;FR;Dolphin;0;0;1;1;0;0
998;F;M;3;4;FR;Panda Bear;0;0;1;1;0;0
998;F;M;3;4;FR;Koala;0;0;0;1;0;0
999;E;F;4;2;TH;Tiger;1;1;0;0;1;1
999;E;F;4;2;TH;Lion;1;1;0;0;1;1
999;E;F;4;2;TH;Cheetah;1;1;0;0;1;1
